"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW005"
"2013","AT",347097802,603.95325203252,,"6","2013","37","2",1965,"2","5","1","AT","2","5","3","2","2",,,,"3","41","25",,"b-e","3",,"1","2","2",,,,"4","2","1","2",,"2",,10494,0,0,0,0,0,0,0,0,0,617,0,0,,"8","8","7","10","4","2","2",,"2",,"8","8","10","5","8","10","1","1","6","8","8","2","1","1","1","2","1","1","3","3220.04058040964"
"2013","AT",347097803,603.95325203252,,"4","2013","20","1",1992,"1","1","1","AT","2","4","3","6","2","1","2",,,"NAs",,,,,,,"2",,,,"17","3","2","3","2",,"2",,0,0,0,0,0,4819,0,0,0,0,0,0,0,,"8","9","7","9","3","2","2",,"4","5","9","8","4",,"8","10","1","1","5","7","10",,"1","1","3","1","1","1","1","463.893368693426"
"2013","AT",347170101,603.95325203252,,"6","2013","4","9",1939,"1","2","3","AT","2",,"3","7","1",,,,"3","43",,"4",,,,,"2",,,,"41","3","1","2","2",,"2",,0,0,0,375,800,0,0,0,24765,0,0,0,0,,"10","7","4","2","3","5","2","3","2","6","10","8","1","6","10","6","1","1","8","10","7","2","1","1","1","1","1","1","1",
"2013","AT",347170102,603.95325203252,,,"2013","18","11",1947,"2","2","3","AT","2","5","2","10","2","1",,,"3","32","39",,,,,"1","1","2",,,"18","2","2","3","1",,"2",,0,0,0,5811,600,0,0,0,0,0,0,0,0,1566,"9",,"8","5","1","5","3","5",,,"10","10","7","7",,"5","1","1","7","9","10","2","1","1","3","3","1","1","5","838.533784202147"
"2013","AT",347170103,603.95325203252,,"4","2013","12","9",1971,"1","2","1","AT","2",,"4","1","1","1",,,"3","33","60",,"f",,"12","1","1",,,,"19","2","2","3","2",,"2",,26156,694,0,6258,1151,2661,0,0,0,0,0,0,0,,"8",,,"10","4","5","2","5","3",,,"7","7","8","7","10","1","1",,"8","10","2","1","1","1","1","1","1","6","760.042949159789"
"2013","AT",347234801,603.95325203252,,"6","2013","23","9",1959,"2","2","3","AT","2",,"2","10","2",,,"1","3","51",,,,,,"1",,,,,"46","1","2","2","2",,"2",,0,0,0,88,0,0,0,0,0,0,0,0,0,3451,"10","10","10","7",,,"1","5",,,,"10","0","5","4","8","1","1","2","8","8",,"1","1","1","1","1","1","6","764.34344455097"
"2013","AT",347234802,603.95325203252,,"3","2013","18","3",1961,"1","2","1","AT","2",,"3","2","1",,,"1","3","41",,,"k",,"4","1","2",,,,"17","2","1","2","2",,"2",,16281,0,0,3936,0,0,0,0,0,0,0,0,0,2200,"10","10","8","10","4","4","2","4",,,,"10","0","8","5",,"1","1","8","0","10","2","1","1","1","3","1","1","1","382.609971912894"
"2013","AT",347234803,603.95325203252,,"5","2013","19","8",1989,"1","1","3","AT","2",,"4","1","1","2","2",,"3","32","38",,"r-u",,,,"2","2",,,"15","2","1","3","2",,"2",,0,0,0,9473,0,0,0,0,0,0,0,0,0,,,"10","3","9","5","3",,"3","2",,"10","8","0","8","9","10","1","1","6","6","9","4","1","1","1","1","2","3","6","973.023534175383"
"2013","AT",347255901,603.95325203252,,"5","2013","10","11",1969,"2","2","1","AT","2",,"4","10","2","1","2",,"3","32",,,,,,"1",,"2",,,"16","1","1","3","2",,"2",,0,976,0,328,0,0,0,0,0,0,0,0,0,,"10","7","3",,"4",,"2","4",,"7",,,"5",,"8","9","1","1","8",,"10","1","1","1","1","3","1","1","1",
"2013","AT",347255902,603.95325203252,,"5","2013","25","11",1971,"1","2","3","AT","2",,"4","1","1","1",,,"3","33","30",,"b-e",,,"1","2",,,,"19","1","1","1","2",,"2",,27798,0,0,6170,0,0,0,0,0,0,0,0,0,3500,,"7","6","2","5","4","2","4","2","10",,,"99","8","9","10","1","1","8","5","10","1","1","1","1","2","1","1","5","1183.988335284"
"2013","AT",347295901,603.95325203252,,"4","2013","12","1",1966,"1","2","1","AT","2",,"0-1","1","1",,,,"3","73",,,"b-e",,,"1","1",,,,"21","1","2","3","2",,"2",,60559,0,0,1944,1200,0,0,0,0,0,0,0,0,,"3","10","3",,,"4","2","4","3",,,"4","3","5",,,"1","1","5","10","10","2","1","1","1","1","1","3","1","477.187966074834"
"2013","AT",347295902,603.95325203252,,"3","2013","10","1",1970,"2","2","3","AT","2",,"0-1","10","1",,,,"3","NAs","40",,,,,"1",,"2",,,"15","1","2","2","2",,"2",,38766,0,0,8473,0,0,0,0,0,0,0,0,0,,"10","10","6","7","5","5","1","4","1",,,"8","4","8","9","9","1","1","9","6","10","2","1","1","1","1","3","1","6","979.678513199333"
"2013","AT",347315401,603.95325203252,,"5","2013","16","11",1950,"1","1","1","AT","2",,"2","7","1",,,,"1","33",,,,,,"1","1","2",,"2","17","2","1","3","2",,"2",,0,0,0,493,0,0,0,0,71283,0,0,0,0,2400,,"10","0",,"2","5",,"5","2",,,"10","5","5","8","10","1","1","7","10","10","3","1","1","1","3","1","1","1","419.776364822685"
"2013","AT",347315402,603.95325203252,,"5","2013","19","12",1950,"2","1","1","AT","2",,"2","7","2","1",,,"3","32",,,,,,,,,,,"17","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,8917,4640,0,0,0,,"10","4","9","9","4","5","2","3","2",,"10","8","6",,"10","7","1","1","7","9","9","3","1","1","1","1","1","1","6",
"2013","AT",347315403,603.95325203252,,"5","2013","16","12",1981,"2","2","3","Other","1","5","0-1","10","1",,,,,"93",,,,,,"1",,,,"3","16","2","2","3","2",,"2",,0,0,0,1070,0,0,0,0,0,0,0,0,0,3176,"9",,"9","3","2","5","2","1","2","6",,"10","0","8","5","10","1","1","6","10","10","2","2","1","1","3","1","3","3","3822.30466261676"
"2013","AT",347666801,603.95325203252,,"3","2013","28","2",1965,"1","2","1","AT","2",,"3","1","1",,,,"3","72","39",,,,"12","1",,"2",,,"18","1","2","3","2",,"2",,28747,0,0,0,0,0,0,0,0,0,0,0,0,,"8","8","8","5","4",,"2","4","2",,"5","10","8","7","8","10","1","1",,"10",,"2","1","1","1","3","2","1","5","520.872531816236"
"2013","AT",347666802,603.95325203252,,"3","2013","45","7",1967,"2","4","3","AT","1",,"3","2","2","1",,,"3","71","33",,"g",,,"1",,"2","1","6","15","1","2","2","1",,"2","8",16707,0,0,3824,0,0,0,0,0,0,0,0,0,,"9","7","8","10","5","5","4","2","1",,"8","2","7","8","7","7","1","1",,"6","10","1","1","1","1","1","1","1","1","2584.67984645831"
"2013","AT",347666803,603.95325203252,,"6","2013","29","7",1990,"1","2","3","AT","2",,"3","1","1","1","2",,"3","73","30",,"b-e",,"1","1","2","2",,,"17","2","1","3","2",,"2",,19567,0,0,0,0,0,0,0,0,0,0,0,0,,"7","8","6","6",,"4","2",,"2",,,,"5","6","7","10",,"1","7","8","10",,"1","1","3","1","1","1","1","252.652774441684"
"2013","AT",347666804,603.95325203252,,"4","2013","26","8",1994,"2","1","3","AT","2",,"3","6","2",,"2",,"3","NAs","40",,,,"7","1","2",,,,"15","1","2","1","2",,"2","5",10553,0,0,0,1000,3726,0,0,0,0,0,0,0,1650,"8",,,,"4",,"3","3","3",,,"8","2","4","9","9","1","2","3","8","10","1","1","1","1","1","1","1","4","1182.26572822666"
"2013","AT",347801001,603.95325203252,,"5","2013","17","4",1970,"1","2","1","AT","2",,"5","1","1",,,,"3","23",,,"p",,,"1","2","2",,,"15","2","1","3","2",,"2",,38419,0,0,0,0,0,0,0,0,0,0,0,0,,"8","6","8","10",,,"3","4","2","9",,,"5","2","3","7","1","1","8","3","5","1","1","1","1","1","1","1","6","636.653955018172"
"2013","AT",347801002,603.95325203252,,"6","2013","14","3",1974,"2","1","2","AT","2",,"4","1","2","2",,,"3","34","34",,"r-u",,,,"2","2",,"4","15","3","2","1","2",,"2",,2339,0,0,18297,0,501,0,0,0,0,0,0,96,1500,"10","2",,"9","3","5","2","3","3","9","10","7","7",,"5","9","1","1","7","5","10",,"1","1","1","1","1","3","1","583.017075887277"
"2013","AT",347806701,603.95325203252,,"5","2013","24","11",1977,"1","5","3","AT","2",,"6","1","1",,,,"3","33","44",,"l-n",,"12","1",,"2",,,"21","2","1","3","2",,"2",,44678,0,0,3593,0,0,0,0,0,0,0,0,0,,"10","8","4","10","3","5","1","3","3","10","10","99","5","5","7",,"1","1","8","10","8","2","1","1","1","1","1","1","1","715.546359748264"
"2013","AT",347806702,603.95325203252,,"4","2013","13","6",1981,"2","1","3","AT","2",,"5","1","1",,"1",,"1","21",,,"p",,"6",,,,,"4","15","2","2","3","2",,"2",,20270,0,,0,0,0,0,0,0,0,0,0,0,2308,,"8","9","10","5","5","4","4","2","10","10","8","6","5",,"8","1","1","5","10","10","1","1","1","1","1","2","1","5","3892.26335254547"
"2013","AT",347813501,603.95325203252,,"4","2013","16","2",1970,"1","2","1","AT","2",,"5","3","1",,,,"3","13","40",,"f",,"3","1","1",,,,"18","2","2","3","2",,"2",,0,0,0,3241,0,45330,0,0,0,0,0,0,0,800,,"7","7","8","5","5","4","3","2",,"9","9","5","7","9",,"1","1","5",,"8","3","1","1","3","1","3","1","5",
"2013","AT",347813502,603.95325203252,,"6","2013","12","1",1976,"2","1","1","AT","2",,"3","2","2","2",,,"2","53","20",,"q","3",,,"2","1",,,"18","3","2","3","2",,"2",,6141,0,0,1039,100,0,0,0,0,0,0,0,0,1518,"5","8","3","5",,,"2","5","3","8",,"5","5","2",,"9","1","1","8","8",,"3","1","1","3","1","1","1","5","1145.56512428388"
"2013","AT",347920701,603.95325203252,,"6","2013","24","10",1967,"1","2","1","AT","2",,"3","1","1","1",,,"3","72","39",,"g",,"12","1","1","2",,"10","21","1","1","2","2",,"2",,40974,0,0,0,0,0,0,0,0,0,0,0,0,2100,"10","10","10","10","4","3","2","3","3","9","10","5","7","5","9","8","1","1","5","10","8","2","1","1","1","1","1","1","1","2309.54956788328"
"2013","AT",347920702,603.95325203252,,"3","2013","10","2",1974,"2","2","2","AT","2",,"3","4","2",,,,"3","51",,,"i",,,,"2","1",,,,"2","2","1","2",,"2",,0,0,0,1107,480,2519,0,0,0,0,0,0,0,2500,"9","10","10","10","3","5","2","4","2",,,"8","3","6","8","9","1","1","2","10","8","1","1","1","1","1","1","1","5","2751.08978310473"
"2013","AT",347936301,603.95325203252,,"6","2013","10","9",1977,"1","5","1","AT","2",,"5","3","1",,,,"3","51",,,"i",,"13","1","1",,,,"19","3","2","3","2",,"2",,0,238,0,552,0,62069,0,0,0,0,0,0,0,,"8","8","7",,"5","4","3","3","2","8",,"3","3",,"6",,"1","1","7","9","6","1","1","1","1","1","1","1","5",
"2013","AT",347936302,603.95325203252,,"6","2013","16","5",1983,"2","1","1","AT","1","4","2","10","1","2","2",,"2","NAs","5",,,,"6","1","2",,,"11","15","2","2","3","2",,"2",,2599,0,0,657,0,0,0,0,0,0,0,0,0,3800,,"10","5","6","4","5","2","4","2","7",,"6","4","6","8",,,"1","7","5","10","4","1","1","1","1","1","1","1","2240.1353938358"
"2013","AT",348009301,603.95325203252,,"7","2013","24","9",1961,"1","2","2","AT","1",,"2","1","2",,,,"3","54","60",,"b-e",,"6","1","1","2",,,"20","2","1","3","2",,"2",,58982,0,0,665,0,0,0,0,0,0,0,0,0,1900,"6","8","10",,"4","4",,"4","2","10","10","8","5","6","5","7",,"1","5","10","10","1","1","1","1","2","2","1","6","2339.36114880053"
"2013","AT",348009302,603.95325203252,,"5","2013","15","12",1963,"2","4","1","AT","2",,"3","2","2","1",,,"3","52","42",,"g",,,"1","2",,,,"15","3","2","3","2",,"1",,16602,238,0,4748,0,0,0,0,0,0,0,0,0,2300,"10","9","8","10","4","5","2","3","1","9",,"4",,"7","8","8","1","1",,"10","10","3","1","1","1","1","1","3","3","733.087828306986"
"2013","AT",348124201,603.95325203252,,"6","2013","8","2",1956,"2","2","2","AT","2",,"5","4","2",,,,,"33",,,"i",,,,,,,"12","14","1","2","2","2",,"2",,0,0,0,1215,780,0,0,0,0,0,0,0,0,900,"6","10","10","10",,"4","2","5","2","10","5","9","4","5","9","7","1","1","8","6","8","4","1","1","1","1","2","1","6","1149.57668465113"
"2013","AT",348124202,603.95325203252,,"3","2013","58","2",1960,"1","1","3","AT","2",,"2","1","1",,,"1","3","33","35",,"b-e",,"1","1","1",,,,"15","2","2","3","2",,"2",,55330,0,0,1108,0,0,0,0,0,0,0,0,0,,"8","9","1","7","3","3","3","4","3",,,,"8","5","6","10",,"1",,"8","10","1","1","1","1","1","1","1","5","1447.31781463092"
"2013","AT",348124203,603.95325203252,,"4","2013","9","5",1989,"2","1","3","EU","2",,"0-1","8","1","2",,"1",,"NAs","20",,"a",,"13",,"2","1",,,"16","2","1","3","2","2","2",,1096,873,0,1979,1560,0,0,1185,0,0,158,0,0,,"4","8","6","10","3","5","2","4","2","7","10","8","7","0",,,"1","1","5","7","10","3","1","1","1","1","1","1","1","832.470488776005"
"2013","AT",348124204,603.95325203252,,"6","2013","11","9",1992,"2","1","3","AT","2","2","3","6","2",,"2",,"3","NAs",,,,,,"1","2","2",,,,"2","2","3","2",,"2",,0,0,0,11335,1200,0,0,0,0,0,0,0,0,,"9","10","3","9","4","2","1","2","3","9",,"10","2",,"3","3","1","1","7","10","7","2","1","1","1","3","1","1","1","2246.48838057459"
"2013","AT",348147901,603.95325203252,,"5","2013","11","11",1967,"2","5","1","AT","2",,"2","7","1","1",,,"2","NAs",,,,,"13",,,,,,,"2","1","3","2",,"1",,0,0,0,10884,0,0,0,0,0,0,0,15513,0,,"6","4","8","9","4","4","2","4","2","8","8","4","3","4",,"10","1","1","8","8","9",,"1","1","1","1","3","1","5","572.900745421445"
"2013","AT",348147902,603.95325203252,,"4","2013","30","9",1973,"1","2","3","AT","2",,"3","1","2",,,,"3","83","40",,"f",,"1","1","2","2",,,"15","2","2","3","2",,"2",,34085,0,0,0,0,0,0,0,0,0,0,0,0,,"8","9","5","10","4","4","2","5","2","9","9","7","3",,"9","10","1",,"5","10",,"3","2","1","1","1","2","1","1","222.590799963385"
"2013","AT",348198001,603.95325203252,,"3","2013","21","1",1968,"1","1","3","AT","2",,"3","1","2",,,,"3","72","39",,"g",,,,"1",,,,"19","2","2","3","2",,"2",,41171,0,0,5636,500,0,0,8645,0,0,0,0,0,1800,"8","10","7","7","4","4","1",,"2",,"4","10","8","7","7","7","1","1","6","9","8","2","1","1","3","1","3","1","5","3935.67528441406"
"2013","AT",348198002,603.95325203252,,"4","2013","87","10",1991,"2","1","3","AT","1",,"5","6","2","2","1",,"3","53","21",,,,,"1","2",,,"10","15","1","1","3","2",,"2",,2779,0,0,0,0,0,0,0,0,0,0,0,0,,"8","8","5","10","1","4","1","5","3","7","10","8","3","8","7","10","1","1",,,"10","1","1","1","1","3","1","1","1","553.342805020311"
"2013","AT",348198003,603.95325203252,,"4","2013","34","10",1996,"2","1","1","AT","2",,"2","6","1","2","2",,"3","NAs",,,,,"12","1","2","2",,,"19","2","2","3","2",,"2","6",1265,0,0,0,720,0,0,0,0,0,0,0,0,2964,"6","8","8","6","5","3","2","4","1","8",,"7","10","10","5",,"1","1","6",,,"4","1","1","1","3","3","1","5","423.048432793529"
"2013","AT",348285601,603.95325203252,,"4","2013","20","10",1980,"2","1","3","AT","2",,"2","2","1",,"2",,"2","93",,,"q",,"4","1",,"2",,"1","15","4","1","3","2",,"2",,14775,0,0,2723,1200,0,0,0,0,0,0,0,0,3370,"9","8","7","10","3","4","3","3","2",,,"7","5","5","5","10","1",,"6","10","10","1","1","1","3","1","1","1","6","496.229381913653"
"2013","AT",348285602,603.95325203252,,"6","2013","12","10",1978,"1","3","1","AT","2",,"3","1","1",,,,"4","43",,,"i",,"1","1","1","2",,,"15","2","1","2","2",,"2",,28398,0,0,0,0,0,0,0,0,0,0,0,0,,"8","10","8","10","5","5","2","5","1","10","10","8","7","2","7","9","1","1","9","10","10","1","1","1","1","1","1","1","6","1262.12594978197"
"2013","AT",348305801,603.95325203252,,"6","2013","27","3",1973,"1","1","3","AT","2",,"3","3","1",,"2",,"3","52","39",,"g",,"13",,"1","1",,,"16","1","2","3","2",,"2",,0,0,0,639,600,35160,0,0,0,0,0,0,0,,"8","9","0","6","4","5","2","5",,,,,"0","7","8","9","2","1","1","10","10","1","3","1","1","1","1","1","5",
"2013","AT",348305802,603.95325203252,,"5","2013","13","6",1982,"2","2","3","Other","2","3","2","2","1","1",,,"3","93",,,"l-n",,"12",,"1","2",,,"14","2","2","3","2",,"2",,15799,564,0,0,0,0,0,0,0,0,0,0,0,,"7","6","9","6","3",,"2","4","5","9","5","7","5",,"10","8","1","1","5","9","8","4","1","1","1","1","2",,"5","199.939707001727"
"2013","AT",348328501,603.95325203252,,"3","2013","14","10",1954,"1","2","2","AT","2",,"2","7","2",,,,"3","91",,,,,"13",,"2","2",,,"16","3","2","3","2",,"2",,0,0,0,1146,0,0,0,0,0,0,0,29597,0,,"10","9","9","10",,"4","2","4","1",,,"3","5","4","7",,"1","1","5",,"5",,"1","1","1","3","1","1","6",
"2013","AT",348328502,603.95325203252,,"3","2013","15","9",1955,"2","2","1","AT","2",,"3","7","2","1",,,"3","52",,,,,,"1",,,,,"15","4","2","3","2",,"2",,0,0,0,0,0,0,0,0,13308,0,0,1600,0,,"8","8","8",,"3","3","2","3","2",,,"5","3",,"8",,"2","1","8","7","10","3","1","1","1","1","1","1","6","546.476063949009"
"2013","AT",348328503,603.95325203252,,"6","2013","26","10",1986,"2","1","1","AT","2",,"4","1","1","1",,,"3","52","60",,"g",,"13","1","1","2",,,"15","1","2","3","2",,"2",,28291,0,0,13396,0,0,0,0,0,0,0,0,0,,,"7",,"7",,"2","2","5","1",,,"9","5","8","10","9","1","1","7",,"8","1","1","1","1","3","1","1","5","602.636186914473"
"2013","AT",348328504,603.95325203252,,"5","2013","15","7",1992,"1","1","3","AT","2",,"4","9","2","2","2",,"3","NAs",,,,,,"1","1",,,"1","14","1","1","3","2",,"2",,719,0,0,0,0,0,0,0,0,0,0,0,0,,"8",,"8","10","3","3","1",,,"8","9","5","4","0","10","10","1","2","7","10","10","1","1","1","1","1","1","1","1","1852.37204758466"
"2013","AT",348389901,603.95325203252,,"4","2013","19","4",1966,"1","2","3","AT","1",,"4","5","1","1",,,"3","33",,,,"1",,"1","2",,,,"15","1","2","2","2",,"2",,1662,0,0,3410,0,0,0,3561,0,0,2259,0,0,900,"9","9","7","9","5","5","2","4","1",,"8","8","5","8","9","10","1","1","7","10","5","2","1","1","1","1","1","1","1","493.718973796555"
"2013","AT",348389902,603.95325203252,,"5","2013","45","5",1974,"2","1","1","AT","1",,"4","3","2",,,"2",,"51",,,"q",,,"1","2",,,"3",,"1","2","3","2",,"2",,0,0,0,2058,0,5483,0,0,0,0,0,0,0,1800,"8","2","10","9","4","5","2",,"2","8",,"7","2",,"7","8","1","1","6","9","10","1","1","1","1","3","1","3","5","1425.04849074857"
"2013","AT",348532701,603.95325203252,,"5","2013","8","10",1954,"1","1","3","AT","1",,"6","8","2","2","2",,"3","NAs",,,"q",,,"1","2",,,"10","17","1","1","3","2",,"2",,0,0,0,0,0,0,0,0,3805,0,0,0,0,,"8","10","8","10","4","5","2",,"2",,"10","8","3",,"8","9",,"1","8","9","9","4","1","1","1","1","1","1","5","615.680973831275"
"2013","AT",348532702,603.95325203252,,"5","2013","5","1",1955,"2","2","3","AT","1","3","4","2","2","2","2",,,"51","50",,"o",,,,"1",,,,"19","1","2","3","2",,"2",,5659,0,0,0,0,0,0,0,0,0,0,0,0,,"8","6","10","10","5","3","2","4","2","10","7","4",,"7","8","7","1","1","5","10","10","1","1","1","1","1","1","1","6","480.704288189562"
"2013","AT",348532703,603.95325203252,,"4","2013","18","1",1986,"2","1","1","AT","2",,"3","1","2","2","2",,"3","51","20",,"g",,,"1","2",,,,"15","1","1","3","2",,"2",,24942,0,0,501,300,0,0,0,0,0,0,0,0,,"6","9","8","6","3","2",,"4","4",,,"7","6",,"8","7","1",,"3","10","8","2","1","1","2","1","3","1","5","512.384028151207"
"2013","AT",348532704,603.95325203252,,"6","2013","16","5",1992,"1","1","2","AT","2",,"3","1","1","1",,,"3","41",,,"i",,"12","1","2",,,"10","22","1","1","3","2",,"2",,21863,40,0,0,0,0,0,3816,0,0,0,0,0,,"9","10",,"10","3","5","2","5","4",,,"9","5","8","8","4","1",,"5","10","10",,"1","1","1","2","1","1","1","1711.13091162104"
"2013","AT",348699801,603.95325203252,,"5","2013","17","1",1964,"1","2","1","AT","2",,"3","1","1","1",,,"3","71",,,"f",,"13","2",,"2",,,"17","1","1","3","2",,"2",,36847,0,0,0,220,0,0,0,0,0,849,0,0,,"9","10","3","7","4","5","2","5","2",,,"7","8","4","0","10","1","1","8","8","8","1","1","1","1","3","2","1","5",
"2013","AT",348699802,603.95325203252,,"6","2013","14","8",1970,"2","2","3","AT","2",,"3","2","1",,,,"3","43","65",,"g",,,"1","2","2",,,"21","2","2","3","2",,"2",,0,0,0,7911,0,46279,0,0,0,0,0,0,0,1650,"10","8","8","8","3","3","5","4","3","5",,"5","1","5","7","10","1","1","5",,"10","1","1","1","1","3","1","3","1",
"2013","AT",348729601,603.95325203252,,"4","2013","28","8",1949,"2","5","3","AT","2",,"4","7","1",,,,"3","32",,,"l-n","3","7","1","1","2",,,"21","1","2","3","2",,"2",,0,529,0,5584,0,0,0,0,53062,0,0,0,0,2300,"9","5","5","5","4","4",,"3",,"9","10","8","5",,"8","10","1","1","5","10","7","3","1","1","1","3","1","1","1","792.870012000479"
"2013","AT",348729602,603.95325203252,,"3","2013","7","2",1971,"2","2","1","AT","2",,"3","2","1","1","2",,"3","51","39",,"g",,"1","1","2",,,,"27","4","2","1","2",,"2",,6307,0,0,0,240,0,0,0,0,0,0,0,0,,"8","8","9","9","1","4","4","2","4","7",,"8","6","8","3","10","1","1","1","7","10","2","1","1","1","1","1","1","6","421.034471489402"
"2013","AT",348729603,603.95325203252,,"3","2013","77","11",1994,"2","1","3","AT","2",,"2","2","2","1",,,"2","NAs","40",,"b-e",,,"1","1","2",,,"26","2","2","3","2",,"2",,17228,0,0,1552,0,0,0,0,0,0,0,0,198,2324,"7",,"8","9",,"3","2","4","2",,,,"5","5","8","5","1","1","7","10","10","3","2","1","1","3","1","1","1","417.82869179399"
"2013","AT",348749701,603.95325203252,,"3","2013","14","12",1967,"1","2","1","AT","2",,"3","1","1","1",,,"3","72",,,"g",,,,"2",,,,,"1","2","3","2",,"2",,0,0,0,4820,0,0,0,0,0,0,0,0,0,788,"10","7","5","8","4","2",,"5","3","8",,"8",,"6","7","10","1","1","6","5","10","3","1","1","1","1","1","1","5","160.880182998492"
"2013","AT",348749702,603.95325203252,,"6","2013","18","10",1969,"2","2","1","AT","2",,"3","10","2","2",,,"3","41",,,,,,,"2","2",,"3","16","1","2","2","2",,"1",,3426,0,0,0,0,0,0,0,0,0,443,0,0,,"8","7","10","10","4","2","2","4","3",,,,"8","10",,"8","1","1","6","10","10","2","1","1","1","3","1","3","6","241.542895758944"
"2013","AT",348749703,603.95325203252,,"6","2013","20","9",1995,"2","1","3","AT","1","4","2","6","2",,"2",,,"NAs",,,,,"12",,,,,,"19","2","1","3","2",,"2",,0,238,0,6140,0,876,0,0,0,0,0,0,0,,"5","5",,"9","1","4","3",,"3",,"10","7","0","6","8",,"1","1","8","10","8","2","1","1","1","1","1","3","1",
"2013","AT",348765901,603.95325203252,,"6","2013","27","1",1982,"1","2","1","Other","2",,"2","1","1","1",,,"3","93",,,"b-e",,"13","1","2","2",,,"14","1","2","3","2",,"2",,39089,0,0,2942,300,0,0,0,0,0,0,0,0,3144,"9","5","7",,"4","5",,"5","2",,,,"2","9","7","8","1","1","10","8","10","2","1","1","1","1","1","1","5","616.958923578048"
"2013","AT",348765902,603.95325203252,,"5","2013","4","8",1987,"2","2","3","AT","2",,"3","10","1",,,,"1","43",,,,,"12","1","1",,,,"14","2","1","3","2",,"2",,16686,0,0,1029,0,0,0,0,0,0,0,0,0,,"8","7","3","8","3","4","1","5","2","8","10","7","7","5","8","8","1","1","8",,"9","1","1","1","1","1","1","3","5","286.749673603492"
"2013","AT",348781801,603.95325203252,,"4","2013","32","2",1978,"1","2","3","Other","2",,"3","1","1",,,,"3","93","25",,"b-e",,"3","1","1","2",,,"15","1","2","3","2",,"1",,23770,0,0,7300,0,0,0,0,0,0,0,0,0,1800,"8","7","7","4",,"5","2","4","2",,"10","5","4","7","10","6","1","1","8","8",,"1","1","2","1","1","1","1","5","3310.1118009521"
"2013","AT",348781802,603.95325203252,,"6","2013","20","2",1985,"2","1","3","AT","1",,"5","10","2","1","2",,,"42",,,,,,,"2",,,"10","15","1","2","2","2",,"1",,818,0,0,3701,1113,0,0,0,0,0,0,0,949,2900,"9","6","8","10","3",,"2","4","2","10",,"8",,"9","9","9","1","1","5","10","8","4","1","1","1","2","1","3","1","499.210109604494"
"2013","AT",348982901,603.95325203252,,"4","2013",,"3",1968,"1","1","1","AT","2",,"5","3","1",,,,"3","71","39",,"f",,"13","1","1","2",,,"17","1","2","3","2",,"2",,6992,0,0,0,0,42257,0,0,0,0,0,0,0,,,"10","5","7","5","5","4","2","2",,"7","5",,,"7","9","1","1","8","10","8","2","1","1","1","3","1","1","3","1286.24078205542"
"2013","AT",348982902,603.95325203252,,"6","2013","13","5",1972,"2","2","3","AT","1",,"5","2","1",,,,"3","31","40",,"q",,"11",,"1","2",,,"14","1","2","3","2",,"2",,8567,0,0,0,0,0,0,0,0,0,0,0,0,,"8","6",,"9","2",,,"5","2","10",,,"6","8","8","9","1","1","6","10","10","3","1","1","1","1","1","1","6","651.05287360503"
"2013","AT",348982903,603.95325203252,,"6","2013","20","7",1994,"1","1","2","AT","1",,"2","6","2","1",,,"2","NAs",,,,,"1",,,,,"4",,"2","2","3","2",,"2",,0,0,0,6527,0,0,0,0,0,0,0,0,0,2900,"8","5","5",,"5","4","2","4","3",,,,"7","0","7","8","1","1","6",,"10","1","1","1","1","3","1","1","1","714.758261987094"
"2013","AT",349023701,603.95325203252,,"6","2013","17","5",1965,"2","1","3","AT","2",,"4","1","1",,,,"3","32",,,"q",,"11","1",,"2",,,"15","1","2","3","2",,"2",,48031,0,0,4222,0,0,0,0,0,0,0,0,0,850,"6","10","10","9","4","4","2","5","3",,,"6","4","7","6","9","1","1","7","10","10",,"1","1","1","1","1","1","1","364.427514236319"
"2013","AT",349023702,603.95325203252,,"6","2013","20","5",1967,"1","2","1","AT","2","5","3","2","2",,,,,"75",,,"g",,,,,,,"3","25","3","2","3","2",,"2",,0,862,0,0,720,0,0,0,0,0,0,0,0,,"8","9","8","6","4","3","4","5","2","7",,"7","3","4","10","10",,"1","5",,"10","1","1","1","1","1","1","1","1","815.343530462009"
"2013","AT",349023703,603.95325203252,,"5","2013","11","2",1995,"1","1","1","AT","2","5","2","6","1","1",,,"3","NAs",,,,,,,"2",,,,"20","1","2","3","2",,"2",,1779,0,0,0,0,0,0,0,0,0,0,0,0,3161,"10","10","8","10","3",,"2","5","1",,,"7","0","7",,"8","1","1","6","8","10","3","1","1","1","1","1","1","4","1013.47010930712"
